TARGET_CLASS,configuration_id,criterion,ctg_min_time_per_job,ctg_schedule,search_budget,p_object_pool,ctg_time_per_class,Size,Length,Total_Time,Random_Seed,LineCoverage,LineCoverageBitString,BranchCoverage,BranchCoverageBitString,ExceptionCoverage,ExceptionCoverageBitString,Explicit_MethodExceptions,Explicit_TypeExceptions,Implicit_MethodExceptions,Implicit_TypeExceptions,WeakMutationScore,WeakMutationCoverageBitString,OutputCoverage,OutputCoverageBitString,MethodCoverage,MethodCoverageBitString,MethodNoExceptionCoverage,MethodNoExceptionCoverageBitString,CBranchCoverage,CBranchCoverageBitString
UmCarroJa,default,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1,BUDGET,61,0.3,1,54,163,85334,1575373570153,0.375,11111111000010000011000011000000011001110000000001100000000110000000000000000001101110000000000010000000000010111000000000001100000000011000110011000001111111110000110011111111111110000000011011100000111000000111000000111111111111100011000011110011001100011010000000011000110110011000110000000000000000010111111110000000001100001100000001111111110001110000001100000000,0.31140350877192985,011111111111111111101010010010100100111111100001101001000000000000001111100100100100100100100000001001000000000000001000000000000000000010000000001010010010010000001001000000100001011000000000011000011000010000001000001000001110,1.0,111111111111111111111111111111111111,0,0,15,2,0.17073170731707318,1101110100111010011100000000100101001100011110111111101001000000100101001100000000000000000000000000000000000000000000000000000000000001101110100110000000100110000010011000010000000000000000000010100111000000000000000110000000000000000000100000000000000000000000000000000000000000000000000000000000000000100000000000000001000111001000000000000011001000111100000000000000000010011000000010000000000010010000011000000001001110001001010001001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000110011110001110,0.11627906976744186,0000000100100000000000000100101010000000100100000000010010000000100001001001000000010010000000000000000000000000000000000000000000000000000000100110100000000000000000000000,1.0,111111111111111111111111111111111111111111111111,0.4375,100000011010000111010101111011001000000110011100,0.31140350877192985,111111111011111111110011000001011000111111010010101001000000000000001111101000100100011000010000001001000000000000001000000000000000000010000000001010100001100000000101000000010001011000000000010100011000100000000100001000001110
